item_name,date,author,message,month,sha,year
EM-blender-tools,2018-12-02T11:46:19Z,Zamolxes-laran,Initial commit,12,0f1161a2b03fcbee06932f964aebee904a46582c,2018
EM-blender-tools,2019-02-28T17:04:08Z,Emanuel Demetrescu,bug fixing,02,59bdc450078b9430af309966c098f878925780e3,2019
EM-blender-tools,2019-03-14T07:54:19Z,Emanuel Demetrescu,Update UI.py,03,8290c1aff6cf61afc92ee3bbaf749912996b93bb,2019
EM-blender-tools,2019-04-12T11:23:50Z,Emanuel Demetrescu,Update __init__.py,04,3ce9dcb62b4a19d78a02dd389afca591bee9cd86,2019
EM-blender-tools,2019-07-25T08:04:15Z,emanuel,Changed taxonomy,07,95538a06391216c4a5adbdfc3e22b671ef8f82c7,2019
EM-blender-tools,2019-08-05T16:48:02Z,Emanuel Demetrescu,Update __init__.py,08,d338932433f5049bc8e02c32a549374bd77274ce,2019
EM-blender-tools,2019-09-13T11:24:05Z,Zamolxes-laran,Merge pull request #1 from zalmoxes-laran/Soloing-feature,09,a9db340db8eab6f5e3ff0c4a03a68bad83aa50eb,2019
EM-blender-tools,2019-11-29T16:57:35Z,emanuel,Update UI.py,11,b5f0773b9638b46ec38bac419d9ea3608ec57bc5,2019
EM-blender-tools,2019-12-19T07:22:29Z,Emanuel Demetrescu,csv exporter completed,12,6f19ad54cac3067d1ab322880479b34b4f41dee8,2019
EM-blender-tools,2020-01-07T16:05:01Z,emanuel,Added helper for errand proxies,01,bacebe9cf2623be4de02eb6a17edca11330a9799,2020
EM-blender-tools,2020-03-30T14:52:24Z,Emanuel Demetrescu,Update __init__.py,03,126a706f02626adf4bba5fef4e0c2605ccdcfd04,2020
EM-blender-tools,2020-04-07T14:10:54Z,Emanuel Demetrescu,Fixed bug in EMviq export,04,e4cb224bbdb35a66aed350f4232876800ef86eb3,2020
EM-blender-tools,2020-09-25T09:15:13Z,Emanuel Demetrescu,Update functions.py,09,c8502cdb9d94007babe1a4c9c04dc998653a976d,2020
EM-blender-tools,2020-10-19T08:21:59Z,Emanuel Demetrescu,Create GPL3-license.txt,10,49d32efb2083e7274079f8801603b520fe3e62fa,2020
